frame,time_s,track_id,class_name,world_x,world_y,occluded,lane,headway_m,lead_track_id,speed_mps,matched_vehicle_id,gt_speed_mps,gt_headway_m,dist_m
900,89.99991,1,truck,351.01619536892855,5.360028714066951,False,1.0,,,,,,,
900,89.99991,2,truck,323.7796905868322,3.751518274268245,False,0.0,8.414479107073248,3.0,,,,,
900,89.99991,3,truck,332.19416969390545,3.903390506757053,False,0.0,,,2.3689102362879733,,,,
901,90.0999099,3,truck,332.4310604806432,3.899427728332885,False,0.0,,,2.952727738421345,,,,
902,90.1999098,3,truck,332.75254410136057,3.901446574619265,False,0.0,,,3.3802906577532212,,,,
903,90.2999097,3,truck,333.07340629399533,3.900850057207932,False,0.0,,,3.3974700446183306,,,,
904,90.3999096,3,truck,333.4723926853159,3.908693274896701,False,0.0,,,3.6012956484080405,,,,
905,90.4999095,3,truck,333.80618611936364,3.898219060328709,False,0.0,,,3.7159888674868857,,,,
906,90.5999094,3,truck,334.2165107023336,3.895556924693817,False,0.0,,,3.751533565731051,,,,
907,90.6999093,3,truck,334.5683859267829,3.883307402928747,False,0.0,,,3.763418180237295,,,,
908,90.7999092,3,truck,334.97354962007074,3.8978333287099862,False,0.0,,,3.818695423876079,,,,
909,90.8999091,3,truck,335.32377917343786,3.9216678587779046,False,0.0,,,3.873718721566547,,,,
910,90.999909,3,truck,335.71821404806116,3.922802041039078,False,0.0,,,3.894961763977335,,,,
911,91.0999089,3,truck,336.1231743788167,3.922209962692004,False,0.0,,,3.95806394031365,,,,
912,91.1999088,3,truck,336.5354370981475,3.915779988729351,False,0.0,,,4.03129505746233,,,,
913,91.2999087,3,truck,336.90145631772145,3.91821626732132,False,0.0,,,8.28090810661638,240.0,4.200144,12.292584,2.994386847797506
914,91.3999086,3,truck,337.3539324580367,3.937964456877399,False,0.0,,,12.67428972453922,,,,
915,91.4999085,3,bus,337.71935178962957,3.9405513144486246,False,0.0,,,11.745856308932186,240.0,4.453128,12.350496000000001,2.970447499139961
925,92.4999075,3,truck,342.40293646295635,3.9420474978081184,False,0.0,,,12.223591770739404,,,,
926,92.5999074,3,truck,342.9299520642575,3.93853741308993,False,0.0,,,13.431111363106538,,,,
927,92.6999073,3,truck,343.47141067588643,3.9442803576366177,False,0.0,,,9.385470675739723,,,,
928,92.7999072,3,truck,344.0112016653866,3.9531781775853183,False,0.0,,,5.2624981359847425,292.0,12.310872000000002,24.707088000000002,2.5673791732412794
929,92.8999071,3,truck,344.4931805142747,3.962169011526137,False,1.0,,,5.289363227000877,292.0,12.216384,24.694896,2.053195093915653
930,92.999907,3,truck,345.0145690285801,3.951224865901653,False,0.0,,,5.311977307298093,292.0,12.182856000000001,24.700992000000003,1.742124172261581
931,93.0999069,3,truck,345.5808123721203,3.9526786429826,False,0.0,,,5.422315109123474,292.0,12.185903999999999,24.707088000000002,1.6624814891064776
932,93.1999068,3,truck,346.10990830566124,3.9538166458859583,False,0.0,,,5.523848147268836,292.0,12.192,24.707088000000002,1.8450892248912887
933,93.2999067,3,truck,346.6846760309327,3.950732094274473,False,0.0,,,5.591477385929693,292.0,12.192,24.700992000000003,2.2085201335575184
934,93.3999066,3,truck,347.2420158355368,3.9556548356277306,False,0.0,,,5.767715321062951,292.0,12.192,24.700992000000003,2.688376564821626
935,93.4999065,3,truck,347.7895763307389,3.9481251033516505,False,0.0,,,5.9017200552816576,,,,
936,93.5999064,3,truck,348.39727686441387,3.940538741226477,False,0.0,,,5.8888838565903825,,,,
937,93.6999063,3,truck,349.0611533667151,3.9366396330964673,False,0.0,,,6.000316163936532,,,,
938,93.7999062,3,truck,349.6351451234403,3.942719172606006,False,0.0,,,5.838552996187445,,,,
939,93.8999061,3,truck,350.18042471073574,3.9488808779947937,False,0.0,,,6.13191654325442,,,,
940,93.999906,3,truck,350.85147761916073,3.958629543331869,False,1.0,,,6.710535794785748,,,,
900,89.99991,4,truck,302.2986291248821,6.827350919897532,False,1.0,22.79935792020501,13.0,7.039802384953359,295.0,11.966448,49.29835200000001,2.327607470943835
901,90.0999099,4,truck,303.0026086593972,6.847679467129659,False,1.0,34.602007296402235,10.0,8.215281826152705,295.0,12.094464,49.283112,2.600375813109557
902,90.1999098,4,truck,303.81509748560245,6.891477903383161,False,1.0,34.79520061153579,10.0,9.239447695166064,295.0,12.170664,49.283112,2.852991550224599
903,90.2999097,4,truck,304.8078556472626,6.920471010029863,False,1.0,35.0203119734598,10.0,9.382709587406453,,,,
